id,city_name,signup_os,signup_channel,signup_date,bgc_date,vehicle_added_date,vehicle_make,vehicle_model,vehicle_year,first_completed_date
34449,Berton,ios web,Referral,1/9/16,2/8/16,NA,,,NA,NA
34450,Strark,mac,Paid,1/15/16,2/3/16,NA,,,NA,NA
34451,Strark,ios web,Organic,1/27/16,1/28/16,2/3/16,Hyundai,Elantra,2015,2/7/16
34452,Strark,ios web,Paid,1/22/16,1/22/16,NA,,,NA,NA
34453,Strark,ios web,Paid,1/5/16,1/7/16,NA,,,NA,NA
34454,Berton,other,Organic,1/8/16,1/31/16,2/21/16,Toyota,Prius,2010,NA
34455,Strark,ios web,Referral,1/15/16,1/24/16,NA,,,NA,NA
34456,Wrouver,android web,Organic,1/26/16,2/24/16,NA,,,NA,NA
34457,Strark,,Organic,1/30/16,2/24/16,NA,,,NA,NA
34458,Wrouver,windows,Paid,1/7/16,1/7/16,NA,,,NA,NA
34459,Strark,ios web,Paid,1/12/16,1/20/16,1/21/16,Toyota,Matrix,2003,NA
34460,Berton,other,Paid,1/14/16,1/18/16,NA,,,NA,NA
34461,Berton,mac,Organic,1/28/16,1/29/16,NA,,,NA,NA
34462,Berton,windows,Organic,1/14/16,1/28/16,NA,,,NA,NA
34463,Strark,android web,Paid,1/14/16,1/14/16,1/18/16,Mercedes-Benz,C-Class,2001,NA
34464,Strark,ios web,Organic,1/6/16,NA,NA,,,NA,NA
34465,Berton,mac,Paid,1/24/16,2/5/16,2/8/16,Honda,Accord,2007,NA
34466,Strark,android web,Referral,1/11/16,1/15/16,NA,,,NA,NA
34467,Strark,ios web,Referral,1/12/16,1/21/16,NA,,,NA,NA
34468,Strark,ios web,Referral,1/14/16,1/26/16,1/27/16,Infiniti,G Sedan,2011,2/6/16
34469,Strark,windows,Organic,1/4/16,1/4/16,1/5/16,Honda,Accord,2014,1/7/16
34470,Berton,windows,Referral,1/13/16,1/19/16,1/26/16,Toyota,Highlander,2009,1/30/16
34471,Strark,android web,Referral,1/30/16,NA,NA,,,NA,NA
34472,Strark,mac,Paid,1/17/16,1/24/16,1/27/16,Volkswagen,Jetta,2012,NA
34473,Berton,ios web,Paid,1/8/16,2/1/16,2/29/16,Chrysler,200,2016,NA
34474,Strark,windows,Paid,1/6/16,2/10/16,NA,,,NA,NA
34475,Strark,android web,Organic,1/15/16,1/23/16,NA,,,NA,NA
34476,Strark,android web,Paid,1/10/16,1/18/16,1/27/16,Subaru,Impreza,2012,NA
34477,Berton,ios web,Paid,1/13/16,1/29/16,2/5/16,Toyota,Prius V,2014,NA
34478,Strark,windows,Organic,1/11/16,1/16/16,NA,,,NA,NA
34479,Strark,ios web,Referral,1/24/16,2/9/16,NA,,,NA,NA
34480,Berton,android web,Paid,1/2/16,NA,NA,,,NA,NA
34481,Strark,ios web,Referral,1/21/16,1/27/16,2/10/16,Nissan,Juke,2013,NA
34482,Strark,,Organic,1/25/16,1/25/16,1/25/16,Audi,A4,2007,2/1/16
34483,Strark,ios web,Referral,1/12/16,1/12/16,1/13/16,Toyota,Corolla,2015,1/13/16
34484,Strark,android web,Organic,1/24/16,1/24/16,NA,,,NA,NA
34485,Berton,android web,Organic,1/14/16,1/14/16,NA,,,NA,NA
34486,Strark,android web,Referral,1/5/16,1/8/16,1/8/16,Nissan,Altima,2015,NA
34487,Strark,,Referral,1/9/16,NA,NA,,,NA,NA
34488,Berton,,Referral,1/1/16,NA,NA,,,NA,NA
34489,Berton,ios web,Paid,1/17/16,NA,NA,,,NA,NA
34490,Strark,android web,Paid,1/13/16,1/24/16,NA,,,NA,NA
34491,Wrouver,ios web,Paid,1/18/16,1/20/16,NA,,,NA,NA
34492,Berton,,Organic,1/30/16,NA,NA,,,NA,NA
34493,Berton,mac,Organic,1/14/16,NA,NA,,,NA,NA
34494,Berton,ios web,Organic,1/1/16,1/18/16,NA,,,NA,NA
34495,Strark,android web,Paid,1/2/16,1/2/16,NA,,,NA,NA
34496,Wrouver,ios web,Referral,1/15/16,1/16/16,NA,,,NA,NA
34497,Strark,android web,Paid,1/22/16,NA,NA,,,NA,NA
34498,Strark,,Referral,1/1/16,NA,NA,,,NA,NA
34499,Strark,android web,Referral,1/7/16,1/20/16,NA,,,NA,NA
34500,Berton,ios web,Referral,1/7/16,NA,NA,,,NA,NA
34501,Strark,android web,Organic,1/5/16,1/23/16,NA,,,NA,NA
34502,Strark,other,Organic,1/2/16,NA,NA,,,NA,NA
34503,Strark,ios web,Organic,1/28/16,2/12/16,NA,,,NA,NA
34504,Strark,android web,Paid,1/28/16,2/4/16,NA,,,NA,NA
34505,Berton,windows,Organic,1/21/16,1/26/16,NA,,,NA,NA
34506,Strark,other,Referral,1/20/16,1/20/16,1/20/16,Acura,MDX,2005,1/27/16
34507,Berton,ios web,Paid,1/10/16,1/14/16,NA,,,NA,NA
34508,Berton,windows,Referral,1/7/16,1/8/16,1/8/16,Honda,Civic,2013,1/20/16
34509,Strark,,Referral,1/5/16,1/9/16,NA,,,NA,NA
34510,Strark,ios web,Referral,1/19/16,1/23/16,2/4/16,Hyundai,Sonata,2013,2/5/16
34511,Wrouver,ios web,Paid,1/24/16,2/3/16,NA,,,NA,NA
34512,Berton,android web,Paid,1/23/16,2/13/16,2/27/16,Nissan,Altima,2010,NA
34513,Strark,,Referral,1/3/16,NA,NA,,,NA,NA
34514,Wrouver,windows,Referral,1/30/16,1/30/16,2/2/16,Honda,Accord,2006,2/5/16
34515,Berton,other,Organic,1/29/16,2/17/16,NA,,,NA,NA
34516,Wrouver,android web,Paid,1/13/16,1/20/16,NA,,,NA,NA
34517,Strark,android web,Organic,1/13/16,NA,NA,,,NA,NA
34518,Berton,ios web,Organic,1/3/16,1/5/16,NA,,,NA,NA
34519,Berton,android web,Paid,1/3/16,NA,NA,,,NA,NA
34520,Strark,ios web,Referral,1/11/16,1/25/16,NA,,,NA,NA
34521,Strark,ios web,Paid,1/24/16,NA,NA,,,NA,NA
34522,Strark,ios web,Paid,1/3/16,NA,NA,,,NA,NA
34523,Strark,android web,Paid,1/4/16,NA,NA,,,NA,NA
34524,Strark,android web,Paid,1/29/16,1/29/16,NA,,,NA,NA
34525,Strark,mac,Organic,1/6/16,1/27/16,NA,,,NA,NA
34526,Berton,ios web,Paid,1/10/16,NA,NA,,,NA,NA
34527,Strark,mac,Paid,1/26/16,1/30/16,2/21/16,Kia,Optima,2015,NA
34528,Wrouver,ios web,Referral,1/18/16,1/19/16,1/20/16,Toyota,Camry,2014,2/2/16
34529,Berton,,Referral,1/6/16,1/15/16,NA,,,NA,NA
34530,Strark,,Referral,1/6/16,2/11/16,NA,,,NA,NA
34531,Strark,windows,Paid,1/14/16,1/18/16,1/21/16,Audi,A4,2014,1/27/16
34532,Strark,android web,Paid,1/23/16,NA,NA,,,NA,NA
34533,Berton,android web,Paid,1/4/16,NA,NA,,,NA,NA
34534,Berton,ios web,Organic,1/19/16,1/22/16,2/23/16,Honda,Civic,2007,NA
34535,Strark,ios web,Referral,1/19/16,1/20/16,NA,,,NA,NA
34536,Strark,windows,Paid,1/28/16,2/2/16,2/10/16,Scion,xB,2014,2/14/16
34537,Strark,ios web,Referral,1/11/16,1/11/16,1/11/16,Honda,Civic,2012,1/12/16
34538,Berton,android web,Paid,1/13/16,1/27/16,NA,,,NA,NA
34539,Strark,ios web,Referral,1/12/16,2/12/16,2/17/16,Toyota,Corolla,2015,NA
34540,Berton,mac,Referral,1/30/16,2/11/16,NA,,,NA,NA
34541,Strark,ios web,Referral,1/15/16,2/9/16,NA,,,NA,NA
34542,Strark,windows,Paid,1/8/16,NA,NA,,,NA,NA
34543,Strark,ios web,Referral,1/8/16,NA,NA,,,NA,NA
34544,Strark,ios web,Organic,1/22/16,1/25/16,1/30/16,Honda,Accord,2003,NA
34545,Strark,ios web,Paid,1/24/16,NA,NA,,,NA,NA
34546,Berton,windows,Organic,1/27/16,1/31/16,2/1/16,Honda,CR-V,2014,NA
34547,Strark,ios web,Organic,1/6/16,1/21/16,NA,,,NA,NA
34548,Berton,ios web,Paid,1/17/16,1/26/16,2/1/16,Hyundai,Tucson,2007,NA
34549,Berton,ios web,Paid,1/2/16,NA,NA,,,NA,NA
34550,Strark,ios web,Paid,1/10/16,NA,NA,,,NA,NA
34551,Wrouver,ios web,Organic,1/6/16,1/20/16,NA,,,NA,NA
34552,Strark,other,Paid,1/26/16,NA,NA,,,NA,NA
34553,Berton,ios web,Organic,1/1/16,1/3/16,1/5/16,Acura,TSX,2013,1/6/16
34554,Berton,,Referral,1/21/16,2/2/16,NA,,,NA,NA
34555,Berton,ios web,Paid,1/1/16,NA,2/24/16,Honda,Civic,2012,NA
34556,Berton,android web,Referral,1/1/16,1/19/16,NA,,,NA,NA
34557,Strark,android web,Organic,1/19/16,1/28/16,1/30/16,Toyota,Avalon,2007,NA
34558,Berton,android web,Paid,1/8/16,1/15/16,NA,,,NA,NA
34559,Berton,android web,Organic,1/28/16,1/28/16,1/29/16,Ford,Fusion,2014,2/2/16
34560,Strark,windows,Paid,1/7/16,1/28/16,NA,,,NA,NA
34561,Strark,,Referral,1/4/16,NA,NA,,,NA,NA
34562,Berton,android web,Referral,1/21/16,2/3/16,2/11/16,Honda,Civic,2008,NA
34563,Berton,ios web,Referral,1/6/16,2/8/16,2/14/16,Chevrolet,Tahoe,2002,NA
34564,Berton,ios web,Referral,1/11/16,1/13/16,NA,,,NA,NA
34565,Strark,,Referral,1/4/16,1/7/16,NA,,,NA,NA
34566,Strark,mac,Paid,1/20/16,NA,NA,,,NA,NA
34567,Berton,ios web,Organic,1/4/16,1/4/16,1/5/16,Ford,Crown Victoria,2011,1/7/16
34568,Strark,windows,Referral,1/6/16,1/8/16,1/6/16,Toyota,Prius,2015,1/20/16
34569,Strark,ios web,Referral,1/18/16,1/26/16,NA,,,NA,NA
34570,Strark,mac,Referral,1/23/16,2/7/16,2/7/16,Honda,Civic,2014,2/7/16
34571,Berton,ios web,Paid,1/25/16,2/18/16,2/27/16,Nissan,Altima,2008,NA
34572,Berton,ios web,Paid,1/10/16,1/18/16,NA,,,NA,NA
34573,Strark,,Organic,1/30/16,NA,NA,,,NA,NA
34574,Berton,android web,Organic,1/17/16,1/26/16,NA,,,NA,NA
34575,Strark,android web,Referral,1/15/16,2/5/16,2/5/16,Honda,Civic,2013,2/12/16
34576,Strark,ios web,Paid,1/9/16,NA,NA,,,NA,NA
34577,Berton,ios web,Organic,1/21/16,1/21/16,NA,,,NA,NA
34578,Berton,ios web,Referral,1/11/16,1/14/16,1/14/16,Hyundai,Sonata,2007,NA
34579,Berton,ios web,Paid,1/5/16,1/31/16,2/22/16,Honda,Civic,2016,NA
34580,Berton,windows,Organic,1/7/16,1/8/16,1/14/16,Nissan,Altima,2012,NA
34581,Strark,ios web,Paid,1/29/16,2/1/16,NA,,,NA,NA
34582,Strark,other,Referral,1/27/16,2/5/16,NA,,,NA,NA
34583,Strark,android web,Referral,1/24/16,2/10/16,2/20/16,Hyundai,Sonata,2016,NA
34584,Strark,ios web,Referral,1/17/16,1/17/16,NA,,,NA,NA
34585,Strark,ios web,Referral,1/5/16,2/5/16,NA,,,NA,NA
34586,Strark,ios web,Referral,1/15/16,1/25/16,2/7/16,Kia,Optima,2015,NA
34587,Strark,ios web,Organic,1/28/16,2/14/16,2/21/16,Toyota,Sienna,2015,NA
34588,Wrouver,mac,Paid,1/6/16,1/10/16,NA,,,NA,NA
34589,Berton,android web,Organic,1/21/16,1/26/16,NA,,,NA,NA
34590,Strark,mac,Organic,1/15/16,2/16/16,NA,,,NA,NA
34591,Strark,ios web,Referral,1/1/16,1/2/16,1/3/16,Toyota,Camry,2015,1/8/16
34592,Strark,ios web,Referral,1/6/16,1/10/16,1/10/16,Toyota,Sienna,2015,1/16/16
34593,Strark,mac,Referral,1/15/16,1/21/16,NA,,,NA,NA
34594,Berton,ios web,Organic,1/26/16,2/8/16,NA,,,NA,NA
34595,Strark,ios web,Paid,1/6/16,1/31/16,NA,,,NA,NA
34596,Berton,,Organic,1/27/16,NA,NA,,,NA,NA
34597,Strark,mac,Paid,1/20/16,1/20/16,1/20/16,Volkswagen,Golf,2013,2/1/16
34598,Berton,mac,Paid,1/30/16,2/1/16,2/4/16,Honda,CR-V,2007,NA
34599,Strark,windows,Paid,1/27/16,2/17/16,2/20/16,Toyota,Corolla,2014,NA
34600,Berton,ios web,Organic,1/13/16,NA,NA,,,NA,NA
34601,Berton,ios web,Referral,1/27/16,2/1/16,2/12/16,Ford,F-150,2014,NA
34602,Berton,windows,Paid,1/4/16,1/6/16,NA,,,NA,NA
34603,Strark,ios web,Referral,1/15/16,2/7/16,NA,,,NA,NA
34604,Strark,other,Paid,1/7/16,NA,NA,,,NA,NA
34605,Strark,android web,Paid,1/5/16,1/22/16,NA,,,NA,NA
34606,Berton,mac,Organic,1/19/16,1/24/16,NA,,,NA,NA
34607,Strark,ios web,Referral,1/7/16,1/11/16,NA,,,NA,NA
34608,Berton,,Organic,1/21/16,NA,NA,,,NA,NA
34609,Strark,mac,Organic,1/25/16,NA,NA,,,NA,NA
34610,Berton,,Organic,1/29/16,2/15/16,NA,,,NA,NA
34611,Wrouver,mac,Organic,1/16/16,1/21/16,1/21/16,Chevrolet,Impala,2009,2/2/16
34612,Wrouver,,Organic,1/8/16,1/30/16,NA,,,NA,NA
34613,Strark,ios web,Organic,1/16/16,1/23/16,2/17/16,Nissan,Altima,2014,NA
34614,Berton,ios web,Paid,1/27/16,NA,NA,,,NA,NA
34615,Berton,android web,Paid,1/5/16,1/25/16,2/24/16,Honda,Accord,2013,NA
34616,Strark,mac,Organic,1/25/16,2/3/16,NA,,,NA,NA
34617,Berton,ios web,Referral,1/11/16,1/16/16,NA,,,NA,NA
34618,Wrouver,android web,Paid,1/20/16,NA,NA,,,NA,NA
34619,Wrouver,ios web,Paid,1/24/16,NA,NA,,,NA,NA
34620,Strark,other,Referral,1/10/16,1/17/16,1/17/16,Chrysler,300,2006,1/23/16
34621,Berton,ios web,Paid,1/5/16,1/5/16,NA,,,NA,NA
34622,Strark,mac,Paid,1/16/16,1/16/16,NA,,,NA,NA
34623,Strark,android web,Paid,1/14/16,NA,NA,,,NA,NA
34624,Berton,other,Organic,1/17/16,2/9/16,1/19/16,Toyota,Corolla,2009,2/13/16
34625,Wrouver,,Organic,1/14/16,NA,NA,,,NA,NA
34626,Strark,windows,Paid,1/4/16,1/13/16,NA,,,NA,NA
34627,Wrouver,ios web,Paid,1/8/16,NA,NA,,,NA,NA
34628,Strark,android web,Paid,1/11/16,NA,NA,,,NA,NA
34629,Strark,android web,Referral,1/30/16,NA,NA,,,NA,NA
34630,Wrouver,windows,Paid,1/13/16,1/25/16,NA,,,NA,NA
34631,Strark,android web,Referral,1/11/16,1/13/16,NA,,,NA,NA
34632,Berton,android web,Organic,1/30/16,2/2/16,2/4/16,Hyundai,Sonata,2012,NA
34633,Strark,mac,Paid,1/11/16,1/11/16,1/11/16,Toyota,Corolla,2015,1/25/16
34634,Strark,android web,Organic,1/12/16,1/16/16,1/23/16,Hyundai,Sonata,2012,1/23/16
34635,Strark,ios web,Paid,1/19/16,1/19/16,1/23/16,Toyota,Corolla,2011,2/5/16
34636,Wrouver,mac,Referral,1/26/16,2/1/16,2/10/16,Hyundai,Elantra,2016,NA
34637,Strark,mac,Organic,1/18/16,2/7/16,NA,,,NA,NA
34638,Strark,ios web,Paid,1/7/16,1/10/16,NA,,,NA,NA
34639,Berton,ios web,Referral,1/17/16,1/22/16,1/24/16,Mazda,CX-5,2015,NA
34640,Strark,android web,Referral,1/10/16,1/26/16,NA,,,NA,NA
34641,Strark,android web,Referral,1/26/16,2/17/16,2/24/16,Hyundai,Sonata,2016,NA
34642,Strark,android web,Referral,1/24/16,1/24/16,1/26/16,Hyundai,Sonata,2014,2/3/16
34643,Strark,,Organic,1/9/16,2/11/16,NA,,,NA,NA
34644,Berton,,Organic,1/20/16,NA,NA,,,NA,NA
34645,Berton,ios web,Referral,1/17/16,1/18/16,1/19/16,Toyota,Camry,2014,1/22/16
34646,Strark,windows,Paid,1/28/16,1/31/16,NA,,,NA,NA
34647,Strark,mac,Paid,1/18/16,1/27/16,1/30/16,Infiniti,FX,2005,NA
34648,Berton,windows,Paid,1/24/16,1/25/16,NA,,,NA,NA
34649,Strark,windows,Paid,1/11/16,1/12/16,1/12/16,Toyota,Camry,2007,1/16/16
34650,Strark,other,Referral,1/21/16,1/31/16,NA,,,NA,NA
34651,Strark,android web,Paid,1/7/16,1/10/16,NA,,,NA,NA
34652,Berton,ios web,Referral,1/20/16,2/7/16,2/8/16,Toyota,Avalon,2014,NA
34653,Strark,mac,Paid,1/24/16,1/29/16,NA,,,NA,NA
34654,Berton,android web,Referral,1/19/16,1/19/16,1/19/16,Toyota,Sienna,2012,NA
34655,Strark,mac,Organic,1/7/16,2/5/16,2/27/16,Toyota,Highlander,2001,NA
34656,Berton,android web,Referral,1/4/16,1/5/16,1/5/16,Toyota,Matrix,2009,1/18/16
34657,Strark,android web,Paid,1/29/16,2/14/16,NA,,,NA,NA
34658,Strark,,Organic,1/26/16,NA,NA,,,NA,NA
34659,Berton,android web,Paid,1/29/16,NA,NA,,,NA,NA
34660,Strark,windows,Organic,1/2/16,NA,NA,,,NA,NA
34661,Strark,other,Organic,1/9/16,1/10/16,2/5/16,Honda,Fit,2013,NA
34662,Strark,windows,Organic,1/26/16,NA,NA,,,NA,NA
34663,Berton,windows,Referral,1/25/16,1/27/16,1/29/16,Nissan,Sentra,2015,2/11/16
34664,Berton,ios web,Organic,1/22/16,1/27/16,NA,,,NA,NA
34665,Wrouver,,Referral,1/17/16,1/25/16,NA,,,NA,NA
34666,Berton,android web,Referral,1/24/16,1/29/16,NA,,,NA,NA
34667,Strark,ios web,Paid,1/28/16,NA,NA,,,NA,NA
34668,Berton,ios web,Referral,1/28/16,2/5/16,2/6/16,Toyota,Prius,2013,NA
34669,Berton,android web,Organic,1/12/16,1/20/16,NA,,,NA,NA
34670,Strark,android web,Referral,1/22/16,2/20/16,2/23/16,Nissan,Sentra,2015,NA
34671,Strark,android web,Referral,1/2/16,1/4/16,1/4/16,Mercedes-Benz,C-Class,2008,1/26/16
34672,Strark,,Referral,1/1/16,NA,NA,,,NA,NA
34673,Strark,windows,Organic,1/4/16,NA,NA,,,NA,NA
34674,Strark,android web,Referral,1/8/16,1/18/16,NA,,,NA,NA
34675,Strark,android web,Referral,1/8/16,1/19/16,1/19/16,Mercedes-Benz,ML 350,2003,NA
34676,Strark,android web,Organic,1/21/16,1/27/16,NA,,,NA,NA
34677,Strark,ios web,Organic,1/16/16,1/23/16,2/6/16,Toyota,Yaris,2007,NA
34678,Berton,android web,Paid,1/23/16,1/23/16,NA,,,NA,NA
34679,Strark,android web,Paid,1/7/16,1/7/16,NA,,,NA,NA
34680,Strark,ios web,Organic,1/13/16,2/4/16,NA,,,NA,NA
34681,Strark,ios web,Referral,1/20/16,1/23/16,NA,,,NA,NA
34682,Strark,mac,Paid,1/4/16,2/5/16,NA,,,NA,NA
34683,Strark,,Referral,1/8/16,NA,NA,,,NA,NA
34684,Strark,mac,Paid,1/18/16,1/22/16,NA,,,NA,NA
34685,Strark,android web,Paid,1/30/16,2/1/16,NA,,,NA,NA
34686,Berton,ios web,Referral,1/14/16,1/15/16,NA,,,NA,NA
34687,Strark,ios web,Referral,1/17/16,1/29/16,2/23/16,Lexus,IS,2014,NA
34688,Berton,android web,Referral,1/6/16,1/8/16,1/12/16,Volkswagen,Jetta,2016,1/15/16
34689,Berton,mac,Referral,1/4/16,1/8/16,NA,,,NA,NA
34690,Berton,windows,Organic,1/11/16,2/1/16,2/3/16,Nissan,Altima,2008,NA
34691,Berton,ios web,Paid,1/3/16,1/7/16,1/9/16,Nissan,Xterra,2006,NA
34692,Wrouver,android web,Referral,1/20/16,1/31/16,1/31/16,Nissan,Altima,2013,2/17/16
34693,Strark,,Referral,1/23/16,2/9/16,NA,,,NA,NA
34694,Wrouver,android web,Organic,1/26/16,NA,NA,,,NA,NA
34695,Strark,windows,Paid,1/15/16,2/12/16,NA,,,NA,NA
34696,Strark,windows,Paid,1/30/16,2/5/16,NA,,,NA,NA
34697,Berton,ios web,Paid,1/24/16,NA,NA,,,NA,NA
34698,Berton,ios web,Referral,1/9/16,NA,NA,,,NA,NA
34699,Berton,ios web,Paid,1/21/16,1/24/16,1/24/16,Acura,MDX,2008,1/29/16
34700,Berton,mac,Referral,1/7/16,1/20/16,NA,,,NA,NA
34701,Strark,android web,Organic,1/3/16,1/6/16,1/7/16,Chrysler,PT Cruiser,2006,1/7/16
34702,Strark,mac,Referral,1/11/16,1/16/16,1/17/16,Honda,Civic,2013,1/17/16
34703,Berton,mac,Paid,1/15/16,1/24/16,NA,,,NA,NA
34704,Strark,windows,Paid,1/20/16,1/27/16,NA,,,NA,NA
34705,Strark,,Organic,1/23/16,2/25/16,NA,,,NA,NA
34706,Strark,android web,Organic,1/15/16,2/7/16,NA,,,NA,NA
34707,Strark,,Referral,1/4/16,1/23/16,NA,,,NA,NA
34708,Berton,mac,Organic,1/13/16,NA,NA,,,NA,NA
34709,Strark,,Referral,1/11/16,NA,NA,,,NA,NA
34710,Strark,windows,Paid,1/7/16,NA,NA,,,NA,NA
34711,Wrouver,ios web,Paid,1/16/16,1/21/16,NA,,,NA,NA
34712,Strark,ios web,Organic,1/19/16,1/28/16,2/8/16,BMW,X1,2015,NA
34713,Berton,ios web,Organic,1/20/16,1/29/16,NA,,,NA,NA
34714,Wrouver,android web,Organic,1/28/16,2/5/16,2/13/16,Mazda,MAZDA6,2016,NA
34715,Wrouver,android web,Paid,1/24/16,1/27/16,NA,,,NA,NA
34716,Berton,mac,Referral,1/18/16,1/21/16,NA,,,NA,NA
34717,Strark,mac,Organic,1/30/16,2/17/16,NA,,,NA,NA
34718,Strark,windows,Organic,1/6/16,1/6/16,1/8/16,Volkswagen,Passat,2008,1/16/16
34719,Strark,android web,Paid,1/26/16,1/29/16,NA,,,NA,NA
34720,Berton,ios web,Organic,1/8/16,1/28/16,NA,,,NA,NA
34721,Berton,android web,Referral,1/26/16,2/12/16,2/18/16,Nissan,Sentra,2001,NA
34722,Berton,other,Paid,1/21/16,1/30/16,NA,,,NA,NA
34723,Wrouver,ios web,Referral,1/18/16,1/26/16,NA,,,NA,NA
34724,Berton,ios web,Organic,1/26/16,1/27/16,NA,,,NA,NA
34725,Berton,ios web,Paid,1/17/16,NA,NA,,,NA,NA
34726,Berton,ios web,Referral,1/3/16,1/5/16,2/7/16,Toyota,Corolla,2006,NA
34727,Berton,android web,Referral,1/4/16,1/5/16,1/11/16,Honda,Odyssey,2015,1/12/16
34728,Strark,android web,Paid,1/1/16,1/17/16,NA,,,NA,NA
34729,Strark,ios web,Referral,1/25/16,1/25/16,1/25/16,Toyota,Camry,2016,1/26/16
34730,Strark,ios web,Organic,1/4/16,1/8/16,1/8/16,Kia,Optima,2015,NA
34731,Strark,android web,Referral,1/4/16,1/5/16,NA,,,NA,NA
34732,Strark,windows,Paid,1/18/16,1/19/16,1/19/16,Volkswagen,CC,2013,1/21/16
34733,Berton,android web,Referral,1/28/16,2/10/16,2/13/16,Honda,Pilot,2011,2/26/16
34734,Berton,mac,Paid,1/30/16,1/30/16,NA,,,NA,NA
34735,Strark,mac,Paid,1/14/16,1/17/16,2/18/16,Mercedes-Benz,CLA-Class,2015,NA
34736,Berton,ios web,Referral,1/17/16,1/19/16,2/1/16,Toyota,Sienna,2014,NA
34737,Strark,mac,Referral,1/2/16,1/9/16,2/8/16,Chevrolet,Sonic,2014,NA
34738,Strark,,Referral,1/10/16,NA,NA,,,NA,NA
34739,Strark,mac,Organic,1/29/16,2/4/16,2/7/16,Dodge,Charger,2014,2/7/16
34740,Berton,other,Paid,1/12/16,2/9/16,NA,,,NA,NA
34741,Berton,android web,Referral,1/19/16,1/21/16,NA,,,NA,NA
34742,Strark,android web,Paid,1/4/16,1/17/16,NA,,,NA,NA
34743,Strark,ios web,Paid,1/20/16,2/22/16,NA,,,NA,NA
34744,Strark,mac,Paid,1/9/16,1/22/16,NA,,,NA,NA
34745,Wrouver,other,Paid,1/30/16,1/31/16,NA,,,NA,NA
34746,Berton,ios web,Paid,1/22/16,2/20/16,2/22/16,Mercedes-Benz,C-Class,2007,NA
34747,Strark,android web,Paid,1/20/16,2/12/16,NA,,,NA,NA
34748,Strark,mac,Organic,1/3/16,1/13/16,NA,,,NA,NA
34749,Strark,android web,Referral,1/12/16,1/17/16,1/24/16,Nissan,Maxima,2014,1/26/16
34750,Strark,android web,Paid,1/12/16,1/13/16,1/13/16,Honda,Accord,2006,1/26/16
34751,Strark,android web,Paid,1/11/16,NA,NA,,,NA,NA
34752,Berton,ios web,Paid,1/23/16,1/27/16,NA,,,NA,NA
34753,Strark,android web,Referral,1/9/16,1/17/16,1/18/16,Nissan,Rogue,2015,1/25/16
34754,Strark,ios web,Referral,1/10/16,1/25/16,1/29/16,Hyundai,Sonata,2014,1/30/16
34755,Strark,android web,Organic,1/22/16,1/25/16,1/29/16,Toyota,Corolla,2010,2/8/16
34756,Berton,ios web,Paid,1/16/16,NA,NA,,,NA,NA
34757,Strark,android web,Organic,1/7/16,NA,NA,,,NA,NA
34758,Berton,android web,Organic,1/17/16,1/17/16,1/18/16,Toyota,Camry,2001,2/5/16
34759,Strark,windows,Referral,1/14/16,2/5/16,NA,,,NA,NA
34760,Strark,ios web,Organic,1/18/16,NA,NA,,,NA,NA
34761,Strark,android web,Referral,1/18/16,2/4/16,NA,,,NA,NA
34762,Strark,,Organic,1/27/16,2/5/16,NA,,,NA,NA
34763,Strark,android web,Referral,1/15/16,1/20/16,NA,,,NA,NA
34764,Strark,windows,Paid,1/4/16,NA,NA,,,NA,NA
34765,Strark,ios web,Paid,1/9/16,NA,NA,,,NA,NA
34766,Berton,windows,Paid,1/15/16,1/31/16,1/23/16,Honda,Accord,2014,2/1/16
34767,Strark,other,Organic,1/17/16,2/3/16,2/22/16,Kia,Soul,2013,NA
34768,Strark,windows,Paid,1/28/16,2/5/16,NA,,,NA,NA
34769,Strark,android web,Organic,1/11/16,1/21/16,1/23/16,Mercedes-Benz,C-Class,2007,1/27/16
34770,Berton,android web,Organic,1/24/16,1/24/16,1/29/16,Dodge,Charger,2014,2/2/16
34771,Strark,android web,Referral,1/27/16,1/28/16,2/1/16,Toyota,Sienna,2015,2/3/16
34772,Strark,,Referral,1/1/16,NA,NA,,,NA,NA
34773,Strark,android web,Paid,1/17/16,NA,NA,,,NA,NA
34774,Strark,ios web,Paid,1/17/16,NA,NA,,,NA,NA
34775,Strark,android web,Paid,1/7/16,NA,NA,,,NA,NA
34776,Berton,ios web,Organic,1/22/16,NA,NA,,,NA,NA
34777,Strark,android web,Referral,1/15/16,1/17/16,NA,,,NA,NA
34778,Strark,mac,Organic,1/28/16,1/28/16,2/4/16,Toyota,Prius V,2006,2/10/16
34779,Strark,,Referral,1/4/16,NA,NA,,,NA,NA
34780,Strark,other,Paid,1/24/16,2/13/16,2/14/16,Toyota,4Runner,2002,NA
34781,Berton,ios web,Organic,1/26/16,NA,NA,,,NA,NA
34782,Berton,ios web,Paid,1/10/16,NA,NA,,,NA,NA
34783,Wrouver,,Organic,1/30/16,2/4/16,NA,,,NA,NA
34784,Berton,ios web,Organic,1/14/16,1/18/16,1/25/16,Chrysler,300,2006,NA
34785,Berton,android web,Organic,1/1/16,1/9/16,NA,,,NA,NA
34786,Strark,other,Referral,1/21/16,1/24/16,NA,,,NA,NA
34787,Strark,ios web,Referral,1/21/16,NA,NA,,,NA,NA
34788,Berton,android web,Referral,1/16/16,1/18/16,2/28/16,Chevrolet,Sonic,2015,NA
34789,Strark,ios web,Referral,1/22/16,1/27/16,NA,,,NA,NA
